Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Units,[Location],[Reporting Type],2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""419""","""Latin America and the Caribbean""","""PERCENT""","""RURAL""","""G""",71.13751,72.13388,73.18792,74.24327,75.27891,76.3202,77.36563,78.41556,79.45288,80.40172,81.34727,82.29227,83.2373,84.14381,85.0446,85.95337,86.82972,87.74085
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""419""","""Latin America and the Caribbean""","""PERCENT""","""URBAN""","""G""",96.57957,96.71924,96.85943,96.99994,97.14177,97.28257,97.42323,97.56415,97.70531,97.84104,97.97735,98.11429,98.2517,98.39044,98.52952,98.72696,98.867,98.96698
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""428""","""Latvia""","""PERCENT""","""ALLAREA""","""G""",97.81055,97.80707,97.85539,97.90534,97.95923,98.01284,98.06318,98.11288,98.16281,98.21376,98.26554,98.31727,98.36892,98.42049,98.47196,98.52336,98.57479,98.62618
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""428""","""Latvia""","""PERCENT""","""RURAL""","""G""",95.7881,95.7881,95.9377,96.08729,96.23688,96.38648,96.53607,96.68567,96.83526,96.98485,97.13445,97.28404,97.43363,97.58323,97.73282,97.88242,98.03201,98.1816
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""428""","""Latvia""","""PERCENT""","""URBAN""","""G""",98.75936,98.75936,98.76407,98.76878,98.77348,98.77819,98.7829,98.78761,98.79231,98.79702,98.80173,98.80643,98.81114,98.81585,98.82055,98.82526,98.82997,98.83468
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""199""","""Least Developed Countries (LDCs)""","""PERCENT""","""ALLAREA""","""G""",50.68025,51.39652,52.14189,52.96116,53.77891,54.63523,55.47922,56.30405,57.16744,58.03228,58.90146,59.75158,60.61045,61.47864,62.34933,63.17009,63.90031,64.5957
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""199""","""Least Developed Countries (LDCs)""","""PERCENT""","""RURAL""","""G""",42.15935,42.82685,43.48487,44.23384,44.98197,45.76772,46.54292,47.29961,48.09043,48.88447,49.68555,50.54817,51.33952,52.14288,52.95154,53.70548,54.35648,54.95969
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""199""","""Least Developed Countries (LDCs)""","""PERCENT""","""URBAN""","""G""",76.21981,76.56269,77.01372,77.47795,77.94619,78.44881,78.95092,79.49141,79.98676,80.48012,80.97338,81.26277,81.77359,82.29442,82.8149,83.2989,83.72083,84.136
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""422""","""Lebanon""","""PERCENT""","""ALLAREA""","""G""",85.3944,85.85199,86.30957,86.76716,87.22474,87.68233,88.13992,88.5975,89.05509,89.51268,89.97026,90.42785,90.88543,91.34302,91.80061,92.25819,92.6,92.6
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""426""","""Lesotho""","""PERCENT""","""ALLAREA""","""G""",67.46613,67.45875,67.46554,67.48667,67.52285,67.57364,67.63997,67.69918,67.77174,67.85714,67.95633,68.06932,68.16004,68.26103,68.3727,68.4955,68.62891,68.64994
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""426""","""Lesotho""","""PERCENT""","""RURAL""","""G""",64.39188,64.08019,63.76923,63.45903,63.14956,62.84084,62.53285,62.22562,61.91912,61.61337,61.30836,61.00409,60.70056,60.39778,60.09574,59.79444,59.49389,59.32292
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""426""","""Lesotho""","""PERCENT""","""URBAN""","""G""",80.11857,80.91663,81.71509,82.51395,83.31319,84.11283,84.91285,85.71327,86.51409,87.31529,88.11689,88.91888,89.72126,90.52403,91.32719,92.13075,92.9347,92.95802
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""430""","""Liberia""","""PERCENT""","""ALLAREA""","""G""",62.1736,63.03995,63.90367,64.76419,65.62178,66.47616,67.05873,67.63177,68.19511,68.75152,69.30095,69.84359,70.37892,70.90736,71.42843,71.94231,72.449,72.94803
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""430""","""Liberia""","""PERCENT""","""RURAL""","""G""",49.52876,50.50522,51.48169,52.45815,53.43462,54.41108,55.09672,55.77211,56.43725,57.09213,57.73675,58.37113,58.99524,59.60911,60.21272,60.80607,61.38917,61.96202
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""430""","""Liberia""","""PERCENT""","""URBAN""","""G""",78.05245,78.56406,79.07566,79.58727,80.09887,80.61048,80.87912,81.1447,81.40722,81.66667,81.92306,82.17638,82.42664,82.67383,82.91796,83.15903,83.39703,83.63197
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""434""","""Libya""","""PERCENT""","""ALLAREA""","""G""",,,,,,,,,,,96.75,96.75,96.75,96.75,96.75,96.75,96.75,96.75
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""438""","""Liechtenstein""","""PERCENT""","""ALLAREA""","""G""",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""440""","""Lithuania""","""PERCENT""","""ALLAREA""","""G""",89.66957,90.11673,90.56031,91.00541,91.45202,91.91387,92.38925,92.86344,93.33645,93.79765,94.24874,94.70961,95.18639,95.66102,96.1336,96.60414,97.07374,97.54207
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""440""","""Lithuania""","""PERCENT""","""RURAL""","""G""",75.39701,76.41844,77.43987,78.4613,79.48273,80.50417,81.5256,82.54703,83.56846,84.58989,85.61132,86.63276,87.65419,88.67562,89.69705,90.71848,91.73992,92.76135
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""440""","""Lithuania""","""PERCENT""","""URBAN""","""G""",96.70378,96.8884,97.07301,97.25763,97.44224,97.62685,97.81147,97.99608,98.18069,98.36531,98.54992,98.73454,98.91915,99.10376,99.28838,99.47299,99.6576,99.84222
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""442""","""Luxembourg""","""PERCENT""","""ALLAREA""","""G""",100,100,100,100,100,100,100,100,100,100,100,100,99.9872,99.96525,99.9446,99.92517,99.90687,99.8896
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""442""","""Luxembourg""","""PERCENT""","""RURAL""","""G""",100,100,100,100,100,100,100,100,100,100,100,100,99.88095,99.66667,99.45238,99.2381,99.02381,98.80952
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""442""","""Luxembourg""","""PERCENT""","""URBAN""","""G""",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""450""","""Madagascar""","""PERCENT""","""ALLAREA""","""G""",35.76851,36.67053,37.58027,38.49727,39.42199,40.50362,41.59783,42.70419,43.8237,44.95406,46.09624,47.2498,48.41475,49.59065,50.77799,51.97583,53.18465,54.40398
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""450""","""Madagascar""","""PERCENT""","""RURAL""","""G""",23.79181,24.48637,25.18631,25.89164,26.60235,27.31844,28.03991,28.76677,29.499,30.23662,30.97962,31.72801,32.48178,33.24092,34.00545,34.77537,35.55066,36.33134
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""450""","""Madagascar""","""PERCENT""","""URBAN""","""G""",67.95206,68.96874,69.98968,71.01488,72.04435,73.07809,74.11609,75.15836,76.20489,77.25569,78.31075,79.37007,80.43367,81.50152,82.57364,83.65003,84.73068,85.8156
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""454""","""Malawi""","""PERCENT""","""ALLAREA""","""G""",52.94207,53.89623,54.84702,55.79481,56.73922,57.6806,58.61859,59.5535,60.485,61.41658,62.34785,63.27869,64.20844,65.1372,66.06406,66.98931,67.91184,68.83188
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""454""","""Malawi""","""PERCENT""","""RURAL""","""G""",47.28716,48.36654,49.44431,50.52048,51.59505,52.66801,53.73937,54.80913,55.87729,56.94385,58.0088,59.07215,60.1339,61.19404,62.25259,63.30953,64.36487,65.4186
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""454""","""Malawi""","""PERCENT""","""URBAN""","""G""",85.99291,85.98857,85.98365,85.97816,85.97208,85.96542,85.95818,85.95036,85.94196,85.93297,85.92341,85.91327,85.90255,85.89125,85.87937,85.8669,85.85386,85.84024
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""458""","""Malaysia""","""PERCENT""","""ALLAREA""","""G""",97.36629,97.41599,97.34639,97.28144,97.22108,97.16497,97.11316,97.06552,97.02195,96.9821,96.94601,96.90334,96.86199,96.82343,96.78783,96.75487,96.72462,96.69594
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""458""","""Malaysia""","""PERCENT""","""RURAL""","""G""",94.1064,94.1064,93.80832,93.51025,93.21217,92.91409,92.61601,92.31794,92.01986,91.72178,91.4237,91.12562,90.82755,90.52947,90.23139,89.93331,89.63524,89.33716
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""458""","""Malaysia""","""PERCENT""","""URBAN""","""G""",99.36623,99.36623,99.34901,99.33179,99.31457,99.29736,99.28014,99.26292,99.2457,99.22848,99.21126,99.19404,99.17682,99.15961,99.14239,99.12517,99.10795,99.09073
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""462""","""Maldives""","""PERCENT""","""ALLAREA""","""G""",92.49741,93.02065,93.5321,94.03106,94.51709,94.98944,95.43826,95.85316,96.28121,96.70452,97.12307,97.53684,97.94578,98.34984,98.749,99.14322,99.23921,99.2562
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""462""","""Maldives""","""PERCENT""","""RURAL""","""G""",90.41175,91.01949,91.62723,92.23497,92.84271,93.45045,94.05819,94.66593,95.29461,95.92355,96.55276,97.18224,97.81199,98.442,99.07228,99.70283,99.85331,99.87521
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""462""","""Maldives""","""PERCENT""","""URBAN""","""G""",97.93958,97.95375,97.96792,97.98208,97.99625,98.01042,98.02459,98.03876,98.0652,98.09164,98.11809,98.14454,98.171,98.19745,98.22392,98.25038,98.27685,98.30332
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""466""","""Mali""","""PERCENT""","""ALLAREA""","""G""",48.74513,50.45309,52.2251,53.99598,55.76588,57.53251,59.29706,61.05762,62.81464,64.56595,66.30987,68.04574,69.77291,71.49079,73.1991,74.89703,76.58435,78.26083
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""466""","""Mali""","""PERCENT""","""RURAL""","""G""",37.84997,39.4395,41.16647,42.90409,44.65236,46.41127,48.18084,49.96106,51.75193,53.55345,55.36562,57.18843,59.0219,60.86602,62.72079,64.5862,66.46227,68.34898
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""466""","""Mali""","""PERCENT""","""URBAN""","""G""",76.27275,77.31945,78.26852,79.21498,80.15883,81.10008,82.03871,82.97474,83.90816,84.83897,85.76718,86.69277,87.61576,88.53614,89.45391,90.36908,91.28163,92.19158
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""470""","""Malta""","""PERCENT""","""ALLAREA""","""G""",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""470""","""Malta""","""PERCENT""","""RURAL""","""G""",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""470""","""Malta""","""PERCENT""","""URBAN""","""G""",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""584""","""Marshall Islands""","""PERCENT""","""RURAL""","""G""",,99.26,99.26,99.26,99.26,99.26,99.3,99.04198,98.57502,98.10766,97.63988,97.1717,96.70311,96.23411,95.76471,95.29489,94.82467,94.35404
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""584""","""Marshall Islands""","""PERCENT""","""URBAN""","""G""",,66.96743,66.96743,66.96743,66.96743,66.96743,68.58719,70.21138,71.84001,73.47308,75.11058,76.75253,78.39891,80.04973,81.70499,83.36468,85.02881,86.69739
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""584""","""Marshall Islands""","""PERCENT""","""ALLAREA""","""G""",,76.94551,76.77856,76.61322,76.4495,76.28771,77.29887,78.24762,79.16192,80.1015,81.06553,82.05375,83.06684,84.10457,85.16593,86.25048,87.35748,88.48644
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""474""","""Martinique""","""PERCENT""","""ALLAREA""","""G""",99.16972,99.16972,99.16972,99.16972,99.16972,99.24099,99.31225,99.38351,99.45478,99.52604,99.5973,99.66857,99.73983,99.81109,99.88236,99.95362,100,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""478""","""Mauritania""","""PERCENT""","""ALLAREA""","""G""",40.99553,42.01621,43.708,45.41598,47.1399,48.87826,50.63122,52.39851,54.18026,55.97377,57.78039,59.59946,61.43031,63.27145,65.11946,66.97331,68.83202,70.69619
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""478""","""Mauritania""","""PERCENT""","""RURAL""","""G""",25.01969,26.15722,27.50834,28.87725,30.26397,31.6685,33.09082,34.53095,35.98888,37.46461,38.95814,40.46948,41.99861,43.54555,45.1103,46.69284,48.29319,49.91134
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""478""","""Mauritania""","""PERCENT""","""URBAN""","""G""",66.96093,67.22566,68.54091,69.86441,71.19615,72.53613,73.88435,75.24081,76.60551,77.97846,79.35964,80.74907,82.14674,83.55265,84.9668,86.38919,87.81982,89.25869
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""480""","""Mauritius""","""PERCENT""","""ALLAREA""","""G""",99.27978,99.32417,99.3687,99.41334,99.45811,99.50301,99.54803,99.59318,99.63845,99.68385,99.72937,99.77502,99.82079,99.86669,99.86659,99.86648,99.8664,99.86633
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""480""","""Mauritius""","""PERCENT""","""RURAL""","""G""",98.92841,98.99759,99.06676,99.13594,99.20511,99.27428,99.34346,99.41263,99.48181,99.55098,99.62016,99.68933,99.75851,99.82768,99.82768,99.82768,99.82768,99.82768
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""480""","""Mauritius""","""PERCENT""","""URBAN""","""G""",99.75186,99.76497,99.77808,99.79119,99.80431,99.81742,99.83053,99.84364,99.85675,99.86987,99.88298,99.89609,99.9092,99.92232,99.92232,99.92232,99.92232,99.92232
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""175""","""Mayotte""","""PERCENT""","""ALLAREA""","""G""",,,,,,,97.00918,97.00918,97.00918,97.00918,97.00918,97.00918,97.00918,97.00918,97.00918,97.00918,97.00918,97.00918
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""54""","""Melanesia""","""PERCENT""","""ALLAREA""","""G""",46.41887,46.29085,46.1587,46.02523,45.89911,46.19966,46.5067,46.82803,47.16073,47.499,47.83896,48.17958,48.52298,48.87546,49.23807,49.61152,49.99485,50.38586
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""54""","""Melanesia""","""PERCENT""","""RURAL""","""G""",36.38002,36.23693,36.09181,35.94342,35.80136,36.14325,36.48491,36.83819,37.19443,37.55523,37.92529,38.30034,38.67953,39.06449,39.45556,39.85304,40.2568,40.6666
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""54""","""Melanesia""","""PERCENT""","""URBAN""","""G""",89.42168,89.39358,89.36033,89.33879,89.32135,89.44034,89.56668,89.69946,89.84077,89.98415,90.12382,90.26166,90.39879,90.53255,90.66386,90.79324,90.91741,91.02777
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""484""","""Mexico""","""PERCENT""","""ALLAREA""","""G""",89.03966,89.76393,90.48326,91.19765,91.90723,92.61165,93.31108,94.0054,94.67805,95.22182,95.76019,96.29357,96.82173,97.34483,97.86289,98.37579,98.88368,99.31822
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""484""","""Mexico""","""PERCENT""","""RURAL""","""G""",73.13296,74.7056,76.29185,77.89171,79.50519,81.13228,82.77299,84.4273,86.0308,87.20667,88.38254,89.55841,90.73427,91.91014,93.08601,94.26188,95.43775,96.61361
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""484""","""Mexico""","""PERCENT""","""URBAN""","""G""",94.4208,94.77133,95.1221,95.47309,95.82431,96.17575,96.52743,96.87933,97.22872,97.54614,97.86355,98.18097,98.49839,98.81581,99.13323,99.45064,99.76806,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""57""","""Micronesia""","""PERCENT""","""ALLAREA""","""G""",96.65106,94.74659,94.76973,94.78568,94.93205,95.07377,95.36347,95.60944,95.82781,96.05066,96.28022,96.51739,96.76228,97.00178,97.2464,97.47846,97.65127,97.76303
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""57""","""Micronesia""","""PERCENT""","""RURAL""","""G""",93.40538,95.78969,95.74846,95.70563,96.02395,96.34085,96.67255,96.88087,97.00025,97.11753,97.23265,97.34741,97.46108,97.56755,97.67305,97.77651,97.78317,97.59725
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""57""","""Micronesia""","""PERCENT""","""URBAN""","""G""",98.3524,94.20491,94.26272,94.30916,94.36678,94.41791,94.68826,94.95784,95.23101,95.51171,95.80325,96.1059,96.41979,96.72789,97.04247,97.33778,97.58977,97.83938
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""583""","""Micronesia (Federated States of)""","""PERCENT""","""ALLAREA""","""G""",87.66876,87.06194,86.45512,85.8483,85.24148,84.63466,84.02785,83.42103,82.81421,82.20739,81.60057,80.99375,80.38693,79.78012,79.1733,78.56648,78.56648,78.56648
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""17""","""Middle Africa""","""PERCENT""","""ALLAREA""","""G""",42.28978,42.73764,43.18553,43.60489,44.04212,44.48071,44.89255,45.30615,45.72034,46.13416,46.54758,46.9611,47.37483,47.8201,48.25922,48.69907,49.13169,49.42777
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""17""","""Middle Africa""","""PERCENT""","""RURAL""","""G""",22.84687,23.10804,23.36659,23.61881,23.90001,24.17897,24.45511,24.73013,25.00431,25.27795,25.55103,25.8241,26.09773,26.40566,26.71705,27.03117,27.34282,27.17399
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""17""","""Middle Africa""","""PERCENT""","""URBAN""","""G""",71.77993,71.82377,71.87662,71.8731,71.87396,71.88091,71.90481,71.93166,71.96064,71.9908,72.02179,72.0537,72.0869,72.15775,72.21391,72.27329,72.32485,72.60333
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""492""","""Monaco""","""PERCENT""","""ALLAREA""","""G""",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""492""","""Monaco""","""PERCENT""","""URBAN""","""G""",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""496""","""Mongolia""","""PERCENT""","""ALLAREA""","""G""",61.81681,63.36262,64.89889,66.42436,67.93781,69.43597,70.92046,72.3897,73.8432,75.27756,76.69541,77.82366,78.80202,79.78898,80.78407,81.7881,82.80058,83.31312
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""496""","""Mongolia""","""PERCENT""","""RURAL""","""G""",28.82148,30.22339,31.65395,33.11315,34.60101,36.11752,37.66268,39.23648,40.83894,42.47005,44.1298,45.81821,47.53527,49.28097,51.05533,52.85834,54.68999,55.87467
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""496""","""Mongolia""","""PERCENT""","""URBAN""","""G""",86.57326,87.14214,87.71247,88.28425,88.85748,89.43216,90.00829,90.58587,91.1649,91.74537,92.3273,92.91068,93.49551,94.08179,94.66952,95.2587,95.84932,96.01107
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""499""","""Montenegro""","""PERCENT""","""ALLAREA""","""G""",,,,,,,95.77117,95.82231,95.87126,95.91797,95.9625,95.97439,96.02909,96.00826,96.30699,97.06462,97.05336,97.04205
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""499""","""Montenegro""","""PERCENT""","""RURAL""","""G""",,,,,,,94.24122,94.44506,94.64804,94.85017,95.05142,95.25182,95.45136,95.65003,96.78074,99.27844,99.27844,99.27844
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""499""","""Montenegro""","""PERCENT""","""URBAN""","""G""",,,,,,,96.67732,96.62636,96.57513,96.52363,96.47187,96.37257,96.34286,96.2,96.05714,95.91429,95.91429,95.91429
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""500""","""Montserrat""","""PERCENT""","""ALLAREA""","""G""",98.9125,98.7,98.4875,98.275,98.0625,97.85,97.6375,97.425,97.2125,97,96.7875,96.575,96.575,96.575,96.575,96.575,,
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""504""","""Morocco""","""PERCENT""","""ALLAREA""","""G""",62.2984,63.51545,64.96164,66.41605,67.8788,69.45778,71.05648,72.65026,74.23789,75.81828,77.39205,78.95724,80.51361,82.06018,83.59668,85.1222,86.63644,86.77851
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""504""","""Morocco""","""PERCENT""","""RURAL""","""G""",28.33787,30.2969,32.65393,35.05931,37.51304,40.01511,42.56552,45.16428,47.81139,50.50683,53.25063,56.04277,58.88325,61.77208,64.70925,67.69477,70.72864,70.72864
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""504""","""Morocco""","""PERCENT""","""URBAN""","""G""",92.01187,92.2002,92.49411,92.78844,93.08321,93.37841,93.67404,93.9701,94.26659,94.56351,94.86086,95.15864,95.45685,95.75549,96.05457,96.35407,96.654,96.654
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""508""","""Mozambique""","""PERCENT""","""ALLAREA""","""G""",19.89657,21.40296,23.39232,25.39026,27.39721,29.41262,31.43742,33.47004,35.65163,37.85226,40.06075,42.2759,44.4975,46.72533,48.95916,51.19878,53.44393,55.69398
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""508""","""Mozambique""","""PERCENT""","""RURAL""","""G""",4.08262,6.07505,8.09406,10.12621,12.17149,14.22989,16.30143,18.3861,20.4839,22.59483,24.7189,26.85609,29.00641,31.16987,33.34646,35.53617,37.73902,39.955
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""508""","""Mozambique""","""PERCENT""","""URBAN""","""G""",58.42983,58.42983,60.02827,61.62956,63.23369,64.84067,66.45049,68.06316,69.67868,71.29704,72.91825,74.5423,76.16921,77.79895,79.43155,81.06699,82.70528,84.34641
